crmid;firstname;lastname;email;brand;birthdate;folder;segment;acquisition_date;country;gender;language;owns_machine
CRM0000001286;Summer;Gibb;summergibb110@yopmail.com;coffeeworks;03/07/1953;nmsRootRecipient;active_medium;2024-11-23;FR;M;fr;True
CRM0000001287;Belda;Dupuy;beldadupuy111@yopmail.com;coffeeworks;04/04/1984;nmsRootRecipient;active_high;2023-02-13;UK;F;en;True
CRM0000001288;Peter;Mahler;petermahler112@emailsim.io;coffeeworks;08/04/1988;nmsRootRecipient;prospect;2025-12-29;UK;F;en;False
CRM0000001289;Rodney;Rempe;rodneyprempe113@emailsim.io;coffeeworks;09/11/1950;nmsRootRecipient;lapsed;2023-08-24;US;M;en;True
CRM0000001290;Maggie;Bethel;maggiesbethel114@emailsim.io;coffeeworks;05/09/1959;nmsRootRecipient;active_medium;2024-03-27;UK;F;en;True
CRM0000001291;Lucy;Murnin;lucymurnin115@emailsim.io;coffeeworks;12/11/1942;nmsRootRecipient;one_time;2023-01-15;US;M;en;True
CRM0000001292;Eddie;Lavigne;eddiedlavigne116@emailsim.io;coffeeworks;10/01/1935;nmsRootRecipient;lapsed;2023-03-14;US;Other;en;False
CRM0000001293;Pomeroy;Blais;pomeroyblais117@emailsim.io;coffeeworks;08/09/1989;nmsRootRecipient;occasional;2025-02-22;FR;M;fr;False
CRM0000001294;Fred;Taylor;fredmtaylor118@yopmail.com;coffeeworks;10/10/1960;nmsRootRecipient;occasional;2024-12-06;DE;M;de;True
CRM0000001295;Amorette;Fouquet;amorettefouquet119@emailsim.io;coffeeworks;12/10/1976;nmsRootRecipient;active_medium;2023-05-01;DE;F;de;True
CRM0000001296;Mollie;Wall;molliewall121@emailsim.io;coffeeworks;07/06/1987;nmsRootRecipient;active_high;2024-04-13;UK;F;en;True
CRM0000001297;Elijah;Gatty;elijahgatty122@emailsim.io;coffeeworks;04/02/1948;nmsRootRecipient;lapsed;2023-03-11;UK;M;en;False
CRM0000001298;Ahmed;Bergstram;ahmedbergstrom123@emailsim.io;coffeeworks;02/10/1943;nmsRootRecipient;prospect;2025-10-19;US;M;en;False
CRM0000001299;Melusina;Hervieux;melusinahervieux124@emailsim.io;coffeeworks;04/01/1954;nmsRootRecipient;one_time;2024-11-07;FR;M;fr;False
CRM0000001300;Paige;Nolan;paigenolan125@emailsim.io;coffeeworks;12/03/1948;nmsRootRecipient;active_medium;2023-05-26;US;M;en;False
CRM0000001301;Sebastian;Hofmann;sebastianhofmann126@yopmail.com;coffeeworks;02/10/1947;nmsRootRecipient;active_medium;2024-05-02;US;F;en;True
CRM0000001302;Zacharie;Clavette;zacharieclavette127@emailsim.io;coffeeworks;04/01/1989;nmsRootRecipient;one_time;2024-07-24;FR;M;fr;False
CRM0000001303;Alexander;Fuchs;alexanderfuchs128@emailsim.io;coffeeworks;01/11/1995;nmsRootRecipient;lapsed;2024-05-12;US;F;en;True
CRM0000001304;Murilo;Castro;muriloalmeidacastro129@emailsim.io;coffeeworks;10/02/1934;nmsRootRecipient;lapsed;2023-08-08;US;F;en;True
CRM0000001305;Rebeca;Cunha;rebecacarvalhocunha130@emailsim.io;coffeeworks;08/07/1985;nmsRootRecipient;lapsed;2023-05-16;FR;F;fr;False
CRM0000001306;Kieran;Bryan;kieranbryan131@emailsim.io;coffeeworks;07/07/1940;nmsRootRecipient;one_time;2025-08-26;US;F;en;True
CRM0000001307;Melissa;Cavalcanti;melissagoncalvescavalcanti132@emailsim.io;coffeeworks;04/01/1973;nmsRootRecipient;active_high;2024-05-12;US;M;en;True
CRM0000001308;Thomas;Eumarrah;thomaseumarrah133@emailsim.io;coffeeworks;04/01/1990;nmsRootRecipient;active_medium;2025-08-26;US;M;en;True
CRM0000001309;Fiacre;Chauvin;fiacrechauvin134@yopmail.com;coffeeworks;06/10/1991;nmsRootRecipient;lapsed;2024-02-21;US;Other;en;True
CRM0000001310;Adam;Mull;adamfmull135@yopmail.com;coffeeworks;11/01/1933;nmsRootRecipient;one_time;2024-01-25;US;F;en;True
CRM0000001311;Angelique;BÈlanger;angeliquebelanger136@emailsim.io;coffeeworks;02/08/1974;nmsRootRecipient;active_high;2023-07-13;FR;M;fr;True
CRM0000001312;Michelle;Ferraro;michelleaferraro137@yopmail.com;coffeeworks;12/10/1965;nmsRootRecipient;active_high;2023-07-18;US;F;en;True
CRM0000001313;Roch;Auger;rochauger138@emailsim.io;coffeeworks;03/02/1978;nmsRootRecipient;one_time;2025-06-01;FR;F;fr;False
CRM0000001314;Anke;Nussbaum;ankenussbaum139@emailsim.io;coffeeworks;10/02/1931;nmsRootRecipient;active_high;2024-12-26;US;F;en;True
CRM0000001315;Jessamine;Lesage;jessaminelesage140@emailsim.io;coffeeworks;06/04/1953;nmsRootRecipient;active_medium;2025-05-17;UK;F;en;True
CRM0000001316;Kate;Bednall;katebednall141@emailsim.io;coffeeworks;02/12/1995;nmsRootRecipient;occasional;2024-04-24;FR;F;fr;True
CRM0000001317;Philipp;Meister;philippmeister142@emailsim.io;coffeeworks;11/11/1968;nmsRootRecipient;one_time;2025-08-14;FR;F;fr;False
CRM0000001318;Malinda;Mancuso;malindacmancuso143@emailsim.io;coffeeworks;01/12/1947;nmsRootRecipient;one_time;2023-04-21;UK;M;en;False
CRM0000001319;Noah;Zahel;noahzahel144@yopmail.com;coffeeworks;09/07/1965;nmsRootRecipient;active_medium;2023-07-21;DE;Other;de;True
CRM0000001320;Lucas;Collee;lucascollee145@emailsim.io;coffeeworks;07/11/1984;nmsRootRecipient;one_time;2023-05-05;US;M;en;False
CRM0000001321;Loke;Mattsson;lokemattsson146@emailsim.io;coffeeworks;03/08/1934;nmsRootRecipient;active_medium;2025-04-04;UK;M;en;True
CRM0000001322;FrÈdÈric;Guertin;fredericguertin147@emailsim.io;coffeeworks;05/03/1946;nmsRootRecipient;active_medium;2024-11-25;DE;F;de;True
CRM0000001323;Marcel;Bengtsson;marcelbengtsson148@emailsim.io;coffeeworks;10/03/1979;nmsRootRecipient;one_time;2023-08-12;US;F;en;False
CRM0000001324;Jasmine;Collins;jasminecollins149@emailsim.io;coffeeworks;07/04/1977;nmsRootRecipient;one_time;2024-05-24;US;F;en;True
CRM0000001325;Hannah;Faunce;hannahfaunce150@emailsim.io;coffeeworks;12/09/1936;nmsRootRecipient;lapsed;2023-07-16;US;M;en;True
CRM0000001326;Enzo;Rodrigues;enzocavalcantirodrigues151@emailsim.io;coffeeworks;10/01/1948;nmsRootRecipient;one_time;2024-01-25;UK;M;en;True
CRM0000001327;Alexandrie;Gougeon;alexandriegougeon152@yopmail.com;coffeeworks;12/05/1948;nmsRootRecipient;occasional;2024-08-31;US;M;en;True
CRM0000001328;Anton;Breton;antonbreton153@emailsim.io;coffeeworks;06/09/1952;nmsRootRecipient;active_high;2025-07-07;US;M;en;True
CRM0000001329;Basil;Vargas;basilkvargas154@yopmail.com;coffeeworks;02/10/1958;nmsRootRecipient;occasional;2023-07-22;UK;F;en;False
CRM0000001330;Courtney;Bibi;courtneybibi155@emailsim.io;coffeeworks;02/03/1961;nmsRootRecipient;active_medium;2025-05-14;UK;M;en;True
CRM0000001331;Lori;Haines;lorichaines156@emailsim.io;coffeeworks;05/04/1946;nmsRootRecipient;active_medium;2024-01-11;US;M;en;False
CRM0000001332;Scarlett;Waterworth;scarlettwaterworth157@yopmail.com;coffeeworks;07/03/1961;nmsRootRecipient;prospect;2025-11-19;US;M;en;False
CRM0000001333;Flynn;Hales;flynnhales158@emailsim.io;coffeeworks;01/07/1935;nmsRootRecipient;occasional;2024-06-16;UK;F;en;True
CRM0000001334;Henrietta;Wilson;henriettarwilson159@emailsim.io;coffeeworks;06/04/1945;nmsRootRecipient;lapsed;2023-09-13;DE;M;de;False
CRM0000001335;Maria;Pereira;mariacavalcantipereira160@emailsim.io;coffeeworks;08/02/1936;nmsRootRecipient;one_time;2023-06-04;FR;F;fr;False
CRM0000001336;Audrey;Foster;audreymfoster161@emailsim.io;coffeeworks;03/04/1989;nmsRootRecipient;lapsed;2024-03-29;FR;M;fr;True
CRM0000001337;Skye;Morley;skyemorley162@emailsim.io;coffeeworks;08/06/1984;nmsRootRecipient;occasional;2025-06-05;US;M;en;True
CRM0000001338;Thomas;Rivers;thomasjrivers163@emailsim.io;coffeeworks;06/06/1987;nmsRootRecipient;occasional;2025-07-30;US;F;en;True
CRM0000001339;Archer;Burns;archerburns164@emailsim.io;coffeeworks;12/06/1947;nmsRootRecipient;occasional;2025-07-24;UK;F;en;True
CRM0000001340;Josefine;Lundstram;josefinelundstrom165@emailsim.io;coffeeworks;04/01/1960;nmsRootRecipient;active_medium;2023-07-20;FR;F;fr;True
CRM0000001341;Swen;Weber;swenweber166@emailsim.io;coffeeworks;03/03/1961;nmsRootRecipient;one_time;2023-04-14;UK;F;en;False
CRM0000001342;Freda;Amaya;fredaramaya167@emailsim.io;coffeeworks;04/01/1935;nmsRootRecipient;active_medium;2023-01-31;FR;F;fr;True
CRM0000001343;Truls;Jansson;trulsjansson168@emailsim.io;coffeeworks;07/05/1980;nmsRootRecipient;active_high;2023-07-11;DE;F;de;True
CRM0000001344;PÈnÈlope;Allaire;penelopeallaire169@emailsim.io;coffeeworks;02/06/1987;nmsRootRecipient;one_time;2024-04-29;US;F;en;False
CRM0000001345;Beverly;Ison;beverlymison170@yopmail.com;coffeeworks;03/11/1950;nmsRootRecipient;active_medium;2023-12-07;US;F;en;True
CRM0000001346;Kathrin;Farber;kathrinfarber171@emailsim.io;coffeeworks;04/08/1995;nmsRootRecipient;prospect;2025-12-06;US;M;en;False
CRM0000001347;Tobias;Brandt;tobiasbrandt172@yopmail.com;coffeeworks;12/10/1938;nmsRootRecipient;prospect;2025-12-16;US;M;en;False
CRM0000001348;Jean;Cron;jeandcron173@emailsim.io;coffeeworks;09/06/1962;nmsRootRecipient;prospect;2025-12-15;US;F;en;False
CRM0000001349;Fauna;Blanc;faunablanc174@emailsim.io;coffeeworks;11/12/1949;nmsRootRecipient;occasional;2023-10-05;DE;Other;de;False
CRM0000001350;Kylie;Shutt;kyliejshutt175@emailsim.io;coffeeworks;01/09/1948;nmsRootRecipient;active_high;2025-04-01;US;M;en;True
CRM0000001351;Uwe;Schreiner;uweschreiner176@yopmail.com;coffeeworks;06/11/1995;nmsRootRecipient;prospect;2025-10-22;US;M;en;False
CRM0000001352;Kai;Jeffries;kaijeffries177@emailsim.io;coffeeworks;01/02/1935;nmsRootRecipient;occasional;2023-08-16;US;M;en;True
CRM0000001353;Sophia;Stone;sophiastone178@yopmail.com;coffeeworks;07/03/1949;nmsRootRecipient;prospect;2025-12-02;DE;F;de;False
CRM0000001354;Del;Singleton;dellsingleton179@emailsim.io;coffeeworks;07/05/1946;nmsRootRecipient;prospect;2025-10-15;FR;M;fr;False
CRM0000001355;Jennifer;Herrell;jenniferjherrell180@emailsim.io;coffeeworks;02/03/1981;nmsRootRecipient;lapsed;2024-02-04;DE;F;de;False
CRM0000001356;Bianca;Costa;biancacastrocosta181@emailsim.io;coffeeworks;06/05/1929;nmsRootRecipient;active_medium;2024-06-27;DE;F;de;True
CRM0000001357;Sanja;Lindberg;sanjalindberg182@emailsim.io;coffeeworks;03/08/1966;nmsRootRecipient;occasional;2025-10-04;UK;Other;en;True
CRM0000001358;Marcel;Jaeger;marceljaeger183@emailsim.io;coffeeworks;09/07/1994;nmsRootRecipient;lapsed;2024-04-10;US;M;en;True
CRM0000001359;Anna;Sundstram;annasundstrom184@yopmail.com;coffeeworks;12/09/1934;nmsRootRecipient;active_medium;2024-08-07;US;F;en;True
CRM0000001360;Beatriz;Dias;beatrizcastrodias185@emailsim.io;coffeeworks;06/06/1996;nmsRootRecipient;active_medium;2025-05-16;US;F;en;False
CRM0000001361;Mike;Eiffel;mikeeiffel186@emailsim.io;coffeeworks;02/07/1951;nmsRootRecipient;occasional;2025-02-11;FR;M;fr;False
CRM0000001362;Vanesa;Jakobsson;vanesajakobsson187@emailsim.io;coffeeworks;10/03/1980;nmsRootRecipient;prospect;2025-12-25;US;M;en;False
CRM0000001363;Samuel;Lamington;samuellamington188@emailsim.io;coffeeworks;07/04/1937;nmsRootRecipient;one_time;2025-09-23;US;F;en;False
CRM0000001364;Leah;Fenstermacher;leahfenstermacher189@emailsim.io;coffeeworks;11/04/1940;nmsRootRecipient;occasional;2023-08-06;UK;F;en;True
CRM0000001365;David;Montgomery;davidmmontgomery190@yopmail.com;coffeeworks;06/06/1989;nmsRootRecipient;active_high;2024-01-24;UK;M;en;True
CRM0000001366;Frej;Blom;frejblom191@emailsim.io;coffeeworks;05/10/1940;nmsRootRecipient;one_time;2024-08-30;FR;M;fr;False
CRM0000001367;Georgina;Lass;georginajlass192@emailsim.io;coffeeworks;07/12/1961;nmsRootRecipient;prospect;2025-11-11;US;M;en;False
CRM0000001368;Paige;Witt;paigewitt193@emailsim.io;coffeeworks;02/04/1955;nmsRootRecipient;active_high;2023-04-30;FR;Other;fr;False
CRM0000001369;Maija;Nordstram;maijanordstrom194@emailsim.io;coffeeworks;08/07/1988;nmsRootRecipient;occasional;2024-10-14;UK;Other;en;True
CRM0000001370;Eve;Salmon;evesalmon195@yopmail.com;coffeeworks;02/01/1974;nmsRootRecipient;lapsed;2023-03-04;US;M;en;True
CRM0000001371;Mike;Goldschmidt;mikegoldschmidt196@yopmail.com;coffeeworks;03/01/1934;nmsRootRecipient;one_time;2024-10-04;FR;M;fr;True
CRM0000001372;Caitlyn;Permewan;caitlynpermewan197@emailsim.io;coffeeworks;12/01/1984;nmsRootRecipient;one_time;2023-04-28;DE;F;de;True
CRM0000001373;Paul;Wood;paullwood198@emailsim.io;coffeeworks;02/03/1990;nmsRootRecipient;one_time;2023-04-13;US;F;en;False
CRM0000001374;Brayden;Cronin;braydencronin199@emailsim.io;coffeeworks;06/02/1957;nmsRootRecipient;occasional;2024-10-19;US;Other;en;False
CRM0000001375;Brooke;Herbert;brookeherbert200@yopmail.com;coffeeworks;03/11/1987;nmsRootRecipient;active_medium;2025-09-03;UK;F;en;True
CRM0000001376;Zachary;Dwyer-Gray;zacharydwyer-gray201@emailsim.io;coffeeworks;11/12/1946;nmsRootRecipient;lapsed;2024-05-29;US;M;en;True
CRM0000001377;Svante;Lindqvist;svantelindqvist202@yopmail.com;coffeeworks;02/12/1975;nmsRootRecipient;lapsed;2024-06-27;DE;F;de;True
CRM0000001378;Abigail;Warren;abigailwarren203@emailsim.io;coffeeworks;04/02/1971;nmsRootRecipient;lapsed;2023-06-11;US;M;en;False
CRM0000001379;Luca;Eberhardt;lucaeberhardt204@emailsim.io;coffeeworks;10/07/1955;nmsRootRecipient;prospect;2025-10-22;FR;F;fr;False
CRM0000001380;Sarah;Daplyn;sarahdaplyn205@yopmail.com;coffeeworks;08/11/1989;nmsRootRecipient;occasional;2025-11-08;FR;F;fr;True
CRM0000001381;Estevan;Araujo;estevancarvalhoaraujo206@emailsim.io;coffeeworks;01/03/1943;nmsRootRecipient;occasional;2024-08-02;UK;F;en;True
CRM0000001382;Rosie;Cox;rosiecox207@emailsim.io;coffeeworks;12/12/1943;nmsRootRecipient;lapsed;2023-03-24;US;Other;en;False
CRM0000001383;Noah;Schoenheimer;noahschoenheimer208@emailsim.io;coffeeworks;05/06/1945;nmsRootRecipient;one_time;2024-01-16;US;M;en;False
CRM0000001384;Monika;Finkel;monikafinkel209@emailsim.io;coffeeworks;08/08/1995;nmsRootRecipient;one_time;2023-05-21;US;M;en;True
CRM0000001385;Laetitia;Ailleboust;laetitiaailleboust210@emailsim.io;coffeeworks;03/02/1957;nmsRootRecipient;lapsed;2023-03-11;US;F;en;True
CRM0000001386;Leandro;Öberg;leandrooberg211@yopmail.com;coffeeworks;08/07/1965;nmsRootRecipient;lapsed;2023-08-29;US;F;en;False
CRM0000001387;Theresa;Wood;theresatwood212@emailsim.io;coffeeworks;06/07/1954;nmsRootRecipient;active_medium;2025-04-06;FR;F;fr;True
CRM0000001388;Jan;Dietrich;jandietrich213@emailsim.io;coffeeworks;08/10/1978;nmsRootRecipient;occasional;2023-07-01;US;Other;en;False
CRM0000001389;Maria;Wiggs;mariarwiggs214@emailsim.io;coffeeworks;06/11/1932;nmsRootRecipient;active_high;2024-05-19;FR;F;fr;True
CRM0000001390;Justin;Hardwick;justinhardwick215@emailsim.io;coffeeworks;09/07/1950;nmsRootRecipient;occasional;2024-10-13;UK;M;en;True
CRM0000001391;Gabriel;Foster;gabrielfoster216@emailsim.io;coffeeworks;01/01/1945;nmsRootRecipient;active_high;2023-03-23;FR;M;fr;True
CRM0000001392;Thiago;Gomes;thiagorodriguesgomes217@emailsim.io;coffeeworks;04/03/1976;nmsRootRecipient;occasional;2024-11-24;DE;M;de;False
CRM0000001393;Noelia;Ekstram;noeliaekstrom218@yopmail.com;coffeeworks;08/06/1967;nmsRootRecipient;occasional;2023-05-23;US;F;en;False
CRM0000001394;Myrtle;Johnson;myrtleljohnson219@emailsim.io;coffeeworks;09/04/1942;nmsRootRecipient;active_medium;2025-05-08;DE;F;de;True
CRM0000001395;Ryan;Barros;ryancorreiabarros220@emailsim.io;coffeeworks;06/05/1956;nmsRootRecipient;occasional;2025-01-02;UK;M;en;True
CRM0000001396;Jordan;Ford;jordanford221@yopmail.com;coffeeworks;04/04/1963;nmsRootRecipient;active_high;2024-10-09;FR;F;fr;True
CRM0000001397;John;Rothrock;johnirothrock222@emailsim.io;coffeeworks;10/11/1931;nmsRootRecipient;active_high;2024-06-18;FR;M;fr;True
CRM0000001398;Ágatha;Pinto;agathasilvapinto223@yopmail.com;coffeeworks;04/08/1973;nmsRootRecipient;lapsed;2023-07-29;UK;M;en;True
CRM0000001399;Josephine;Bates;josephinegbates224@emailsim.io;coffeeworks;04/03/1958;nmsRootRecipient;occasional;2025-01-14;US;F;en;True
CRM0000001400;Gaetan;Corbin;gaetancorbin225@emailsim.io;coffeeworks;01/09/1955;nmsRootRecipient;active_high;2024-10-05;US;M;en;True
CRM0000001401;Jessica;Long;jessicaslong226@emailsim.io;coffeeworks;02/09/1954;nmsRootRecipient;occasional;2023-10-31;UK;F;en;True
CRM0000001402;Alexander;Fuchs;alexanderfuchs227@emailsim.io;coffeeworks;10/04/1946;nmsRootRecipient;lapsed;2023-09-29;DE;M;de;True
CRM0000001403;Esther;Persson;estherpersson228@yopmail.com;coffeeworks;10/11/1971;nmsRootRecipient;active_medium;2025-03-21;FR;M;fr;True
CRM0000001404;Yolande;Rocheleau;yolanderocheleau229@emailsim.io;coffeeworks;02/05/1934;nmsRootRecipient;one_time;2023-09-26;US;F;en;False
CRM0000001405;Sylvia;Kaiser;sylviaekaiser230@emailsim.io;coffeeworks;02/09/1930;nmsRootRecipient;active_high;2024-09-06;FR;Other;fr;True
CRM0000001406;Magnolia;Sciverit;magnoliasciverit231@emailsim.io;coffeeworks;09/06/1983;nmsRootRecipient;active_high;2025-07-25;FR;F;fr;True
CRM0000001407;Sarah;Tucker;sarahtucker232@emailsim.io;coffeeworks;07/01/1953;nmsRootRecipient;occasional;2024-01-18;US;M;en;True
CRM0000001408;Bethany;Reynolds;bethanyreynolds233@yopmail.com;coffeeworks;02/10/1985;nmsRootRecipient;occasional;2025-10-07;US;M;en;True
CRM0000001409;Harold;Blank;haroldsblank234@emailsim.io;coffeeworks;05/01/1954;nmsRootRecipient;one_time;2023-05-29;US;M;en;True
CRM0000001410;John;Morley;johnmorley235@emailsim.io;coffeeworks;05/09/1984;nmsRootRecipient;one_time;2023-01-20;DE;M;de;False
CRM0000001411;Maddison;Gandon;maddisongandon236@yopmail.com;coffeeworks;04/11/1950;nmsRootRecipient;prospect;2025-12-12;FR;F;fr;False
CRM0000001412;Murilo;Araujo;muriloazevedoaraujo237@emailsim.io;coffeeworks;05/11/1954;nmsRootRecipient;occasional;2024-11-26;US;M;en;True
CRM0000001413;Amelia;Marsden;ameliamarsden238@emailsim.io;coffeeworks;04/02/1972;nmsRootRecipient;active_medium;2023-07-24;US;F;en;True
CRM0000001414;Leon;Gray;leoncgray239@yopmail.com;coffeeworks;03/07/1994;nmsRootRecipient;lapsed;2023-03-17;FR;F;fr;True
CRM0000001415;Jana;Klein;janaklein240@yopmail.com;coffeeworks;05/04/1953;nmsRootRecipient;active_medium;2024-03-12;DE;F;de;True
CRM0000001416;Gordon;Hellstram;gordonhellstrom241@emailsim.io;coffeeworks;04/10/1972;nmsRootRecipient;occasional;2024-07-31;FR;M;fr;False
CRM0000001417;Pauline;Lindstram;paulinelindstrom242@yopmail.com;coffeeworks;06/09/1935;nmsRootRecipient;active_high;2024-06-27;UK;M;en;True
CRM0000001418;Leonie;Sankt;leoniesankt243@emailsim.io;coffeeworks;09/08/1974;nmsRootRecipient;active_high;2023-09-29;US;M;en;True
CRM0000001419;Vail;Chevrette;vailchevrette244@emailsim.io;coffeeworks;07/09/1971;nmsRootRecipient;prospect;2025-11-28;UK;M;en;False
CRM0000001420;Royce;Fournier;roycefournier245@emailsim.io;coffeeworks;08/04/1962;nmsRootRecipient;lapsed;2023-03-12;US;M;en;True
CRM0000001421;Lisa;Goldschmidt;lisagoldschmidt246@yopmail.com;coffeeworks;02/06/1980;nmsRootRecipient;one_time;2024-05-15;FR;F;fr;False
CRM0000001422;Ella;Ortiz;ellarortiz247@emailsim.io;coffeeworks;03/04/1994;nmsRootRecipient;occasional;2024-03-13;US;M;en;True
CRM0000001423;Haris;Bjarklund;harisbjorklund248@emailsim.io;coffeeworks;06/05/1957;nmsRootRecipient;active_medium;2024-08-06;FR;M;fr;True
CRM0000001424;Liam;Giles;liamgiles249@yopmail.com;coffeeworks;05/03/1973;nmsRootRecipient;active_medium;2023-11-20;US;M;en;True
CRM0000001425;Julia;Lima;juliacorreialima250@emailsim.io;coffeeworks;04/05/1930;nmsRootRecipient;active_medium;2025-06-16;FR;Other;fr;False
CRM0000001426;Ben;Hardwick;benhardwick251@emailsim.io;coffeeworks;01/04/1953;nmsRootRecipient;occasional;2025-07-01;US;F;en;True
CRM0000001427;Bailey;Twopeny;baileytwopeny252@emailsim.io;coffeeworks;08/09/1980;nmsRootRecipient;one_time;2024-09-11;UK;F;en;False
CRM0000001428;Alina;Moensson;alinamansson253@emailsim.io;coffeeworks;12/04/1946;nmsRootRecipient;one_time;2025-12-19;UK;M;en;False
CRM0000001429;Giovanna;Silva;giovannaazevedosilva254@emailsim.io;coffeeworks;07/03/1979;nmsRootRecipient;active_medium;2023-01-17;US;F;en;True
CRM0000001430;Stefanie;Kuester;stefaniekuester255@emailsim.io;coffeeworks;11/05/1991;nmsRootRecipient;prospect;2026-01-08;DE;M;de;False
CRM0000001431;Mikayla;Tighe;mikaylatighe256@emailsim.io;coffeeworks;10/12/1938;nmsRootRecipient;one_time;2024-09-05;UK;M;en;False
CRM0000001432;Roger;Yount;rogernyount257@yopmail.com;coffeeworks;01/02/1973;nmsRootRecipient;occasional;2025-10-10;UK;F;en;True
CRM0000001433;Ira;Hoover;iraphoover258@emailsim.io;coffeeworks;11/12/1933;nmsRootRecipient;one_time;2023-08-01;FR;F;fr;False
CRM0000001434;Guilherme;Cunha;guilhermerochacunha259@emailsim.io;coffeeworks;08/08/1967;nmsRootRecipient;occasional;2025-10-17;DE;Other;de;True
CRM0000001435;Eve;Robson;everobson260@yopmail.com;coffeeworks;06/08/1953;nmsRootRecipient;active_medium;2023-10-03;UK;F;en;True
CRM0000001436;Joacim;Nilsson;joacimnilsson261@emailsim.io;coffeeworks;06/03/1937;nmsRootRecipient;occasional;2023-11-26;DE;M;de;False
CRM0000001437;Kevin;Avina;kevinravina262@emailsim.io;coffeeworks;05/11/1979;nmsRootRecipient;lapsed;2023-04-29;US;M;en;True
CRM0000001438;William;Chapman;williamchapman263@emailsim.io;coffeeworks;08/01/1969;nmsRootRecipient;active_high;2023-08-08;US;M;en;True
CRM0000001439;Isabel;Hallahan;isabelhallahan264@emailsim.io;coffeeworks;05/11/1932;nmsRootRecipient;active_high;2023-11-15;UK;M;en;True
CRM0000001440;Charlie;Lord;charlielord265@emailsim.io;coffeeworks;03/11/1948;nmsRootRecipient;active_high;2024-07-11;US;F;en;True
CRM0000001441;Jerald;Rist;jeraldgrist266@emailsim.io;coffeeworks;06/03/1953;nmsRootRecipient;active_high;2024-07-31;UK;F;en;True
CRM0000001442;Mallory;Morin;mallorymorin267@emailsim.io;coffeeworks;05/01/1971;nmsRootRecipient;lapsed;2023-08-04;US;F;en;True
CRM0000001443;Zoe;Lawrence;zoelawrence268@emailsim.io;coffeeworks;06/02/1973;nmsRootRecipient;one_time;2024-12-03;UK;F;en;True
CRM0000001444;Leila;Holm;leilaholm269@emailsim.io;coffeeworks;10/09/1979;nmsRootRecipient;occasional;2023-09-25;FR;F;fr;True
CRM0000001445;Emily;Anthon;emilyanthon270@emailsim.io;coffeeworks;04/09/1939;nmsRootRecipient;active_high;2024-06-24;UK;M;en;True
CRM0000001446;Ruth;Yale;ruthdyale271@emailsim.io;coffeeworks;08/04/1944;nmsRootRecipient;occasional;2024-07-30;DE;M;de;True
CRM0000001447;Barbara;Stevens;barbarajstevens272@emailsim.io;coffeeworks;02/11/1971;nmsRootRecipient;occasional;2024-07-13;FR;F;fr;False
